authorityVice_base	authorityVirtue_base	careVice_base	careVirtue_base	fairnessVice_base	fairnessVirtue_base	loyaltyVice_base	loyaltyVirtue_base	sancityVice_base	sancityVirtue_base
0.047323860228061676	0.04476567357778549	-0.011528603732585907	0.06217636540532112	0.008492983877658844	0.007699952926486731	0.07142573595046997	0.07059630006551743	-0.009623929858207703	0.025033943355083466
-0.026935908943414688	0.01040278933942318	0.045632414519786835	0.04389737918972969	0.018612027168273926	0.04600232467055321	-0.009745215065777302	0.024336891248822212	0.009890280663967133	0.030215837061405182
0.052198536694049835	0.07296610623598099	-0.03200877457857132	0.02399623766541481	0.0012841378338634968	0.03428644686937332	0.0814676284790039	0.04228673502802849	0.02209876850247383	0.06616663932800293
0.02134448103606701	0.008100582286715508	0.03448815643787384	0.08489711582660675	-0.022500183433294296	0.04019088298082352	0.02056173048913479	0.07992792129516602	0.002911393065005541	0.021754903718829155
-0.05370287597179413	-0.011845530942082405	-0.07588905096054077	-0.028287455439567566	-4.245340824127197e-05	0.04464118927717209	-0.06855558604001999	-0.06037341058254242	-0.09443698823451996	-0.04817871376872063
0.0009991824626922607	-0.023099632933735847	0.07833309471607208	0.04613441228866577	0.05884447321295738	-0.01769142597913742	0.057280272245407104	0.052626755088567734	0.050555404275655746	0.04563143476843834
-0.044765252619981766	0.02142811194062233	0.06463859230279922	0.0653238594532013	0.04257023707032204	0.07526862621307373	-0.0032814349979162216	-0.026915058493614197	0.0002764398232102394	0.06456300616264343
-0.04303424432873726	-0.03351077437400818	0.03704145550727844	-0.013350918889045715	0.025702835991978645	0.04629728943109512	0.069235660135746	-0.004814634099602699	-0.024397511035203934	0.00835912674665451
0.00407303124666214	-0.020239263772964478	0.048504412174224854	-0.029059845954179764	0.005256682634353638	0.021233724430203438	0.06824221462011337	0.04892536625266075	0.01770654134452343	0.007496589794754982
0.047054924070835114	0.028853710740804672	0.0977998599410057	0.005519114434719086	0.00021795276552438736	0.027030956000089645	0.06187192350625992	0.029351064935326576	0.03527939319610596	0.03818518668413162
-0.02473948337137699	-0.010344435460865498	0.010827500373125076	-0.024213187396526337	-0.017866455018520355	-0.05339112877845764	0.022997073829174042	-0.005799895152449608	-0.03715407848358154	-0.08830907195806503
0.004170146770775318	-0.030414029955863953	-0.08146218955516815	0.030091147869825363	0.01658320240676403	-0.007837792858481407	-0.061739180237054825	-0.02390347607433796	-0.03768621012568474	-0.10673562437295914
0.00015717186033725739	0.019432904198765755	-0.02919784188270569	0.06116090714931488	-0.021143857389688492	0.026050450280308723	-0.03663928434252739	-0.01746678352355957	-0.021814290434122086	-0.015613441355526447
0.07903868705034256	0.03848181664943695	0.0655335932970047	0.0725797489285469	0.06871682405471802	0.06933645904064178	0.0963154137134552	0.09357202053070068	0.048135336488485336	0.11921863257884979
-0.03407229483127594	-0.10974389314651489	0.022404588758945465	-0.07488393783569336	-0.034906961023807526	-0.014410038478672504	-0.057547539472579956	-0.015182087197899818	-0.05815320089459419	-0.07413501292467117
0.0044558183290064335	0.015573435463011265	0.030392548069357872	0.043404996395111084	0.07468245923519135	0.03852177783846855	0.11044441908597946	0.04369264468550682	0.0698685422539711	0.03596882149577141
0.016404051333665848	-0.006718148943036795	-0.005954153370112181	-0.004492952488362789	0.02918819896876812	0.07983169704675674	-0.011143850162625313	0.012192785739898682	-0.012469790875911713	-0.03465418517589569
-0.012894544750452042	-0.033536553382873535	0.012145273387432098	0.11586014926433563	0.007304067723453045	0.029038608074188232	0.002188099082559347	0.048893243074417114	0.0219355970621109	0.008143843151628971
-0.05186769366264343	-0.014540071599185467	-0.008584932424128056	-0.06913530081510544	-0.020836733281612396	0.0071434262208640575	-0.04235734045505524	-0.013184238225221634	-0.05421507731080055	-0.03365752846002579
-0.049337804317474365	-0.0659237802028656	-0.0435207337141037	-0.028613049536943436	-0.008432350121438503	-0.008708643727004528	-0.031186290085315704	-0.042061761021614075	-0.06999336928129196	-0.01447311695665121
0.08669667690992355	0.013591826893389225	0.03777717798948288	0.06018589437007904	0.0035577898379415274	0.005437114275991917	0.11009640991687775	0.04314194619655609	0.0058360351249575615	0.005610286258161068
-0.04365738481283188	-0.024744421243667603	-0.02638028748333454	-0.02718118205666542	-0.05586056783795357	0.012695003300905228	-0.05914667621254921	-0.03353288769721985	-0.08196911215782166	-0.042051687836647034
0.03898664563894272	0.04164724797010422	-0.016290754079818726	0.05138330161571503	0.10142122209072113	0.06682159006595612	0.03971637412905693	0.03684917092323303	-0.06230240315198898	0.0015324237756431103
-0.035015422850847244	0.04125022888183594	-0.02615884505212307	-0.0044724466279149055	-0.0037422338500618935	0.03451961278915405	-0.028437450528144836	-0.021686531603336334	0.012885990552604198	0.03036893531680107
0.05387977138161659	0.08218745142221451	0.01865587942302227	0.08167543262243271	0.054163698107004166	0.042403433471918106	0.05486650764942169	0.027624044567346573	0.010860087350010872	-0.017659669741988182
0.013619618490338326	-0.02753617614507675	0.002632719464600086	-0.04915058612823486	-0.07793925702571869	-0.009551982395350933	0.030516665428876877	-0.018448229879140854	-0.054125696420669556	-0.011654967442154884
0.037194497883319855	-0.010217927396297455	-0.0067173196002841	-0.03336484730243683	-0.004078168421983719	-0.1266033947467804	0.028216630220413208	-0.0439368337392807	0.03174162283539772	-0.027869967743754387
-0.004558667540550232	0.009859400801360607	-0.05950847268104553	0.003532696980983019	-0.052159491926431656	0.008888211101293564	-0.014020727947354317	0.016272105276584625	0.05153196305036545	0.01132936030626297
0.052707888185977936	-0.030038965865969658	0.03502347320318222	0.06950081884860992	0.04189443960785866	0.04442692548036575	0.07369615882635117	0.05968116596341133	0.050526171922683716	0.05023021250963211
0.013300376944243908	-0.006561550311744213	-0.00455435598269105	-0.032000649720430374	0.03123638965189457	0.06499717384576797	-0.007787877693772316	-0.0591350756585598	-0.03656613081693649	-0.03520449250936508
-0.022131837904453278	0.052934885025024414	-0.018324673175811768	-0.06548155099153519	-0.03703540563583374	-0.043154116719961166	0.07348588109016418	0.016729019582271576	-0.025554340332746506	0.0363209992647171
-0.005705493502318859	-0.029405593872070312	-0.024992896243929863	-0.01711195893585682	-0.0001734551042318344	-0.018286412581801414	0.039813488721847534	-0.012351053766906261	-0.040278784930706024	-0.03936690092086792
-0.03131812438368797	0.0037714485079050064	-0.004555355291813612	-0.10026620328426361	0.039908267557621	-0.012643520720303059	-0.035602256655693054	-0.008063878864049911	-0.0032422440126538277	-0.010665575973689556
